Customer ID,Order City,Order Postal,Order State,Latitude,Longitude
17730,Cedar City,84720-3319,UT,37.6775,-113.0619
17728,Bountiful,84010-8055,UT,40.8895,-111.8805
17727,St.Croix,00851-4303,USVI,,
17725,Zapata,78076,TX,26.988,-99.1674
17724,Wimberley,78676,TX,29.9974,-98.0986
17723,West Lake Hills,78746-5502,TX,30.298,-97.8019
17722,West,76691-1512,TX,31.8035,-97.0933
17720,Weslaco,78599-4584,TX,26.1595,-97.9908
17719,Waxahachie,75165-1552,TX,32.3865,-96.8483
17718,Watauga,76148,TX,32.8579,-97.2547
17716,Watauga,76137-4758,TX,32.8579,-97.2547
17715,Waco,76710,TX,31.5493,-97.1467
17714,Waco,76708,TX,31.5493,-97.1467
17712,Vidor,77662-8318,TX,30.1316,-94.0155
17711,Vidor,77662,tx,30.1316,-94.0155
17709,Van,75790,TX,32.5249,-95.6372
17708,Tyler,75703-9381,TX,32.3513,-95.3011
17707,Tomball,77377-9017,TX,30.0972,-95.6161
17706,The Woodlands,77382,tx,30.1734,-95.5047
17705,The Hills,78738-1421,TX,,
17704,The Hills,78738,TX,,
17703,Texarkana,75501-2956,TX,33.4251,-94.0477
17702,Temple,76502-6078,TX,31.0982,-97.3428
17701,Sugar Land,77479-4786,TX,29.6197,-95.6349
17700,Spring,77388-5459,TX,30.0799,-95.4173
17698,Spring,77388-4862,TX,30.0799,-95.4173
17697,Spring,77386-4173,TX,30.0799,-95.4173
17696,Spring,77386,TX,30.0799,-95.4173
17695,Spicewood,78669-2324,TX,30.4755,-98.1564
17694,Southlake,76092-9427,TX,32.9412,-97.1342
17693,Smithville,78957-5176,TX,30.0086,-97.1594
17692,Smithville,78957-2299,TX,30.0086,-97.1594
17691,Seguin,78155-8700,TX,29.5688,-97.9647
17690,Seadrift,77983-0726,TX,28.4153,-96.7136
17686,Seabrook,77586-1680,TX,29.5633,-95.0197
17685,Seabrook,77586,TX,29.5633,-95.0197
17684,San Antonio,78255-1028,TX,29.4246,-98.4951
17682,San Antonio,78254-6060,TX,29.4246,-98.4951
17680,San Antonio,78253-5538,TX,29.4246,-98.4951
17679,San Antonio,78251-4995,TX,29.4246,-98.4951
17678,San Antonio,78250-6516,TX,29.4246,-98.4951
17677,San Antonio,78250-4312,TX,29.4246,-98.4951
17676,San Antonio,78249-3865,TX,29.4246,-98.4951
17675,San Antonio,78245-3475,TX,29.4246,-98.4951
17674,San Antonio,78217-3405,TX,29.4246,-98.4951
17673,San Antonio,78216-2135,TX,29.4246,-98.4951
17672,San Antonio,78215-1944,TX,29.4246,-98.4951
17671,San Antonio,78212-5219,TX,29.4246,-98.4951
17670,San Antonio,78212-2357,TX,29.4246,-98.4951
17669,San Antonio,78210-1801,TX,29.4246,-98.4951
17668,San Antonio,78209-4933,TX,29.4246,-98.4951
17667,San Angelo,76906,TX,31.4648,-100.4398
17666,Rowlett,75089,TX,32.9029,-96.5639
17664,Rockwall,75032-7920,TX,32.8923,-96.4067
17663,Rockwall,75032-7482,TX,32.8923,-96.4067
17660,Richmond,77469-2303,TX,29.5822,-95.7608
17659,Richmond,77469,TX,29.5822,-95.7608
17658,Richmond,77407-3790,TX,29.5822,-95.7608
17656,Richmond,77406,TX,29.5822,-95.7608
17655,Richardson,75082,TX,32.9482,-96.7297
17654,Red Oak,75154-4728,TX,32.5176,-96.8044
17653,Red Oak,75154-4620,TX,32.5176,-96.8044
17652,Powderly,75473-3713,TX,33.8112,-95.5244
17651,Portland,78374-2402,TX,27.8768,-97.3234
17650,Portland,78374-1915,TX,27.8768,-97.3234
17649,Plano,75075-7712,TX,33.0137,-96.6925
17648,Plano,75024-7560,TX,33.0137,-96.6925
17647,Pflugerville,78660-8022,TX,30.4394,-97.62
17646,Pasadena,77506-4967,TX,29.6911,-95.2091
17644,Pasadena,77504-3137,TX,29.6911,-95.2091
17643,Paris,75460-4792,TX,33.6618,-95.5555
17642,Pampa,79065-2901,TX,35.5362,-100.9599
17640,Nolanville,76559-4653,TX,31.0788,-97.6056
17639,New Ulm,78950-2221,TX,29.8922,-96.4902
17637,New Braunfels,78132-4634,TX,29.7026,-98.1256
17636,Mountain City,78610-9237,TX,30.0381,-97.8909
17634,Montgomery,77316-2811,TX,30.3883,-95.6963
17633,Missouri City,77459-4574,TX,29.6186,-95.5377
17631,Missouri City,77459-2613,TX,29.6186,-95.5377
17630,Mission,78572-8952,TX,26.2159,-98.3253
17629,Midlothian,76065-4582,TX,32.4824,-96.9944
17628,Meyersville,77974,TX,28.88,-97.27
17625,Meadowlakes,78654-7008,TX,,
17624,Mckinney,75070-2964,TX,33.1976,-96.6154
17623,Mckinney,75070,TX,33.1976,-96.6154
17621,Mcallen,78501,tx,26.2044,-98.2301
17620,Magnolia,77355-6284,TX,30.2094,-95.7508
17619,Lufkin,75904-7287,TX,31.3386,-94.7289
17618,Live Oak,78233-2563,TX,,
17616,Lewisville,75077-2428,TX,33.0462,-96.9942
17615,Lewisville,75067-6715,TX,33.0462,-96.9942
17614,League City,77573-3076,TX,29.5075,-95.0949
17613,Laredo,78045-6604,TX,27.5061,-99.5089
17612,Lakeway,78738-1141,TX,30.3645,-97.9875
17611,Kyle,78640-8813,TX,29.9893,-97.8772
17609,Kirbyville,75956-5205,TX,30.6605,-93.8927
17608,Kingwood,77339-2607,TX,30.0497,-95.1846
17604,Katy,77494-6175,TX,29.7858,-95.8244
17603,Katy,77494-4892,TX,29.7858,-95.8244
17602,Katy,77494-3992,TX,29.7858,-95.8244
17601,Katy,77449-4954,TX,29.7858,-95.8244
17600,Katy,77449-2640,TX,29.7858,-95.8244
17597,Katy,77449,TX,29.7858,-95.8244
17596,Irving,75063-8071,TX,32.814,-96.9489
17595,Irving,75063-7205,TX,32.814,-96.9489
17594,Irving,75061-8032,TX,32.814,-96.9489
17593,Irving,75038-6438,TX,32.814,-96.9489
17591,Iowa Park,76367-3006,TX,33.9515,-98.6687
17590,Hurst,76053-3921,TX,32.8235,-97.1706
17589,Humble,77396-1572,TX,29.9988,-95.2622
17588,Hudson Oaks,76087-8846,TX,32.7571,-97.7067
17585,Houstonhouston,77062,TX,,
17584,Houston,77094,tx,29.7589,-95.3677
17582,Houston,77090-1230,TX,29.7589,-95.3677
17581,Houston,77084-1624,TX,29.7589,-95.3677
17580,Houston,77080-3807,TX,29.7589,-95.3677
17579,Houston,77079-4076,TX,29.7589,-95.3677
17578,Houston,77069-1121,TX,29.7589,-95.3677
17576,Houston,77057-4407,TX,29.7589,-95.3677
17574,Houston,77056-3733,TX,29.7589,-95.3677
17573,Houston,77043-2804,TX,29.7589,-95.3677
17572,Houston,77042-2614,TX,29.7589,-95.3677
17571,Houston,77040-6024,TX,29.7589,-95.3677
17569,Houston,77036-5940,TX,29.7589,-95.3677
17567,Houston,77025-5209,TX,29.7589,-95.3677
17566,Houston,77025-4026,TX,29.7589,-95.3677
17564,Houston,77025-2401,TX,29.7589,-95.3677
17562,Houston,77017-5217,TX,29.7589,-95.3677
17561,Houston,77008-7060,TX,29.7589,-95.3677
17560,Houston,77006-4013,TX,29.7589,-95.3677
17557,Houston,77004-7995,TX,29.7589,-95.3677
17556,Houston,77004-6834,TX,29.7589,-95.3677
17555,Hondo,78861-5501,TX,29.3474,-99.1412
17554,Hewitt,76643-3568,TX,31.4624,-97.1958
17553,Henderson,75652-3023,TX,32.1532,-94.7994
17552,Helotes,78023-4236,TX,29.5628,-98.687
17551,Harlingen,78550-9011,TX,26.1906,-97.6961
17550,Haltom City,76117-3526,TX,32.7996,-97.2692
17549,Groom,79039,TX,35.2037,-101.1068
17548,Granbury,76049-5227,TX,32.4421,-97.7942
17547,Georgetown,78626-7328,TX,30.6327,-97.6772
17545,Garland,75040-1069,TX,32.9126,-96.6389
17542,Galveston,77551-1520,TX,29.2993,-94.7946
17540,Galveston,77550,TX,29.2993,-94.7946
17538,Gainesville,76240-9562,TX,33.6259,-97.1333
17537,Fulshear,77441-1662,TX,29.6903,-95.8996
17536,Friendswood,77546,TX,29.5294,-95.201
17535,Fort Worth,76244-7256,TX,32.7532,-97.3327
17534,Fort Worth,76155-2001,TX,32.7532,-97.3327
17531,Fort Worth,76137-6625,TX,32.7532,-97.3327
17530,Fort Worth,76132-4426,TX,32.7532,-97.3327
17528,Fort Worth,76111-2924,TX,32.7532,-97.3327
17527,Fort Worth,76107-4025,TX,32.7532,-97.3327
17526,Fort Worth,76103-1334,TX,32.7532,-97.3327
17525,Flower Mound,75028-1817,TX,33.0146,-97.097
17524,Flint,75762,TX,32.204,-95.3486
17523,Fairview,75069-1953,TX,,
17522,Fairfield,75840-5126,TX,31.7244,-96.1649
17521,Euless,76039-8304,TX,32.8371,-97.082
17520,Elmendorf,78112-6038,TX,29.2561,-98.3328
17519,El Paso,79904-3010,TX,31.8064,-106.2221
17517,El Paso,79936-3965,TX,31.8064,-106.2221
17516,El Paso,79930,TX,31.8064,-106.2221
17515,El Paso,79912-3324,TX,31.8064,-106.2221
17514,El Paso,79912-1742,TX,31.8064,-106.2221
17513,East Bernard,77435,TX,29.5311,-96.0711
17512,Driftwood,78619-5804,TX,30.123,-98.0308
17511,Dickinson,77539-3312,TX,29.4608,-95.0513
17510,Desoto,75115-5096,TX,32.6045,-96.8561
17509,Desoto,75115-4322,TX,32.6045,-96.8561
17508,Denton,76209,TX,33.215,-97.1331
17507,Denton,76203-5017,TX,33.215,-97.1331
17506,Decatur,76234-3219,TX,33.2343,-97.5861
17505,Dayton,77535-2002,TX,30.0466,-94.8852
17504,Dallas,75287,TX,32.7763,-96.7969
17503,Dallas,75254-2711,TX,32.7763,-96.7969
17502,Dallas,75230-5057,TX,32.7763,-96.7969
17501,Dallas,75230-4139,TX,32.7763,-96.7969
17500,Dallas,75230-3459,TX,32.7763,-96.7969
17499,Dallas,75229-4101,TX,32.7763,-96.7969
17498,Dallas,75225-4020,TX,32.7763,-96.7969
17496,Dallas,75225,TX,32.7763,-96.7969
17495,Dallas,75220,tx,32.7763,-96.7969
17492,Dallas,75219-1586,TX,32.7763,-96.7969
17491,Dallas,75214-2711,TX,32.7763,-96.7969
17490,Dallas,75214,TX,32.7763,-96.7969
17489,Dallas,75209-3524,TX,32.7763,-96.7969
17486,Dallas,75208-4949,TX,32.7763,-96.7969
17483,Dallas,75206,TX,32.7763,-96.7969
17481,Dallas,75204-2618,TX,32.7763,-96.7969
17480,Dallas,75201-2425,TX,32.7763,-96.7969
17475,Cypress,77433-0289,TX,29.9691,-95.6972
17472,Corpus Christi,78418-6013,TX,27.8003,-97.3956
17470,Corpus Christi,78412-3816,TX,27.8003,-97.3956
17469,Coppell,75019-7512,TX,32.9553,-97.0156
17468,Conroe,77302-5513,TX,30.3119,-95.4561
17466,Colleyville,76034,TX,32.881,-97.155
17464,Celina,75009-3821,TX,33.3246,-96.7844
17463,Cedar Park,78613-3996,TX,30.5052,-97.8203
17462,Cedar Park,78613-3213,TX,30.5052,-97.8203
17461,Carrollton,75010-1168,TX,33.001,-96.8922
17460,Camp Verde,78010-3538,TX,,
17459,Boerne,78015-4948,TX,29.7947,-98.732
17458,Belton,76513-5609,TX,31.056,-97.4645
17457,Bellville,77418-9612,TX,29.9502,-96.2572
17456,Bellville,77418-3721,TX,29.9502,-96.2572
17455,Bellaire,77401-5318,TX,29.7058,-95.4588
17454,Bedford,76022,tx,32.844,-97.1431
17453,Beaumont,77713-9216,TX,30.086,-94.1018
17451,Bastrop,78602-4654,TX,30.1105,-97.3153
17450,Austin,78754,TX,30.2711,-97.7437
17449,Austin,78751,TX,30.2711,-97.7437
17448,Austin,78749-1127,TX,30.2711,-97.7437
17447,Austin,78748-1216,TX,30.2711,-97.7437
17446,Austin,78739-2098,TX,30.2711,-97.7437
17444,Austin,78734,TX,30.2711,-97.7437
17443,Austin,78733-4204,TX,30.2711,-97.7437
17442,Austin,78732-6119,TX,30.2711,-97.7437
17440,Austin,78732-2479,TX,30.2711,-97.7437
17438,Austin,78732-2266,TX,30.2711,-97.7437
17436,Austin,78730-4902,TX,30.2711,-97.7437
17434,Austin,78728-7018,TX,30.2711,-97.7437
17433,Austin,78728-6975,TX,30.2711,-97.7437
17432,Austin,78728-4372,TX,30.2711,-97.7437
17431,Austin,78704-4218,TX,30.2711,-97.7437
17430,Austin,78701-4254,TX,30.2711,-97.7437
17429,Aubrey,76227-4495,TX,33.3043,-96.9861
17428,Arlington,76015,TX,32.7356,-97.1071
17427,Arlington,76012,TX,32.7356,-97.1071
17426,Arlington,76006-7447,TX,32.7356,-97.1071
17425,Arlington,76002-3070,TX,32.7356,-97.1071
17423,Amarillo,79124-4971,TX,35.2072,-101.8338
17422,Amarillo,79119-7307,TX,35.2072,-101.8338
17420,Amarillo,79109-3941,TX,35.2072,-101.8338
17419,Amarillo,79109-3220,TX,35.2072,-101.8338
17418,Amarillo,79103,TX,35.2072,-101.8338
17416,Allen,75002,TX,33.1032,-96.6706
17415,Aledo,76008,TX,32.696,-97.6022
17414,Abilene,79606-3584,TX,32.4465,-99.7333
17412,Abilene,79602-1816,TX,32.4465,-99.7333
17411,Winchester,37398-1414,TN,35.186,-86.1118
17410,Tullahoma,37388-5327,TN,35.362,-86.2094
17409,Thompsons Station,37179,TN,35.802,-86.9114
17408,Soddy Daisy,37379-4234,TN,35.2887,-85.1666
17406,Smyrna,37167-2658,TN,35.9828,-86.5186
17405,Shelbyville,37160-5560,TN,35.4834,-86.4603
17404,Sewanee,37375,TN,35.2031,-85.9211
17403,Pulaski,38478,TN,35.1998,-87.0308
17402,Paris,38242,tn,36.302,-88.3267
17400,Old Hickory,37138-1366,TN,36.2598,-86.6478
17398,Oak Ridge,37830,TN,36.0104,-84.2696
17397,Normandy,37360-7906,TN,35.452,-86.2601
17396,Niota,37826-2446,TN,35.5134,-84.5452
17394,Nashville,37220,TN,36.1622,-86.7744
17392,Nashville,37215-2501,TN,36.1622,-86.7744
17391,Nashville,37215-1712,TN,36.1622,-86.7744
17389,Nashville,37214-4251,TN,36.1622,-86.7744
17388,Nashville,37211-2648,TN,36.1622,-86.7744
17387,Nashville,37205-3438,TN,36.1622,-86.7744
17386,Nashville,37204-4020,TN,36.1622,-86.7744
17385,Nashville,37204-2524,TN,36.1622,-86.7744
17384,Murfreesboro,37129-0222,TN,35.846,-86.392
17383,Mt Juliet,37122-1521,TN,,
17382,Memphis,38125-4122,TN,35.149,-90.0516
17381,Memphis,38117-2535,TN,35.149,-90.0516
17379,Louisville,37777-3045,TN,35.8217,-84.048
17377,Loudon,37774-2175,TN,35.7329,-84.3338
17376,Lebanon,37090-8823,TN,36.2081,-86.2905
17375,La Vergne,37086-2041,TN,36.0156,-86.5819
17374,Kodak,37764-2154,TN,35.9745,-83.6268
17373,Knoxville,37932-1940,TN,35.9604,-83.921
17372,Knoxville,37932-1041,TN,35.9604,-83.921
17371,Knoxville,37922-9420,TN,35.9604,-83.921
17370,Knoxville,37922-6686,TN,35.9604,-83.921
17368,Knoxville,37920,tn,35.9604,-83.921
17367,Knoxville,37919,TN,35.9604,-83.921
17365,Kingston,37763-4858,TN,35.8809,-84.5085
17364,Kingsport,37663,TN,36.5484,-82.5618
17362,Johnson City,37601-4904,TN,36.3134,-82.3535
17361,Jackson,38305-8552,TN,35.6145,-88.8139
17360,Jackson,38301-6223,TN,35.6145,-88.8139
17359,Huntingdon,38344-5416,TN,36.0006,-88.4281
17358,Hixson,37343-5728,TN,35.1406,-85.2327
17357,Hermitage,37076-5604,TN,36.1962,-86.6225
17356,Hendersonville,37075-8796,TN,36.3048,-86.62
17354,Hendersonville,37075-6401,TN,36.3048,-86.62
17353,Hendersonville,37075-5325,TN,36.3048,-86.62
17351,Hendersonville,37075-4594,TN,36.3048,-86.62
17350,Goodlettsville,37072-9708,TN,36.3231,-86.7133
17349,Germantown,38138-1500,TN,35.0868,-89.8101
17348,Franklin,37064-5712,TN,35.9252,-86.8689
17347,Crossville,38571-0762,TN,35.949,-85.0269
17346,Crossville,38558-2856,TN,35.949,-85.0269
17345,Collierville,38017-3701,TN,35.042,-89.6645
17344,Clarksville,37043-4536,TN,36.5286,-87.3099
17343,Chattanooga,37419-1920,TN,35.0456,-85.3097
17341,Chattanooga,37415-3596,TN,35.0456,-85.3097
17340,Brentwood,37027-5720,TN,36.0326,-86.7825
17339,Blountville,37617-5358,TN,36.5332,-82.3268
17338,Bartlett,38134-2836,TN,35.2045,-89.874
17337,Antioch,37013,tn,36.0601,-86.6722
17334,Webster,77598,TX,29.5377,-95.1183
17333,Weatherford,76086,TX,32.759,-97.7971
17331,Waco,76708-2373,TEXAS,31.5493,-97.1467
17330,Trinity,75862-5733,TEXAS,30.9452,-95.3755
17329,The Colony,75056,TX,33.089,-96.8864
17325,Spring,77379,TX,30.0799,-95.4173
17324,Sherman,75092-4532,TX,33.636,-96.6098
17323,San Marcos,78666,TX,29.8826,-97.9406
17321,San Antonio,78233-5835,TX,29.4246,-98.4951
17320,Plano,75093,TX,33.0137,-96.6925
17317,Pearland,77584-9149,TEXAS,29.564,-95.2864
17315,Pearland,77584-8720,TEXAS,29.564,-95.2864
17314,Pasadena,77505-4344,TX,29.6911,-95.2091
17313,North Richland Hills,76180-8148,TEXAS,32.8343,-97.2289
17312,Mckinney,75071,TX,33.1976,-96.6154
17311,Lewisville,75056,TX,33.0462,-96.9942
17309,Leander,78641-8503,TEXAS,30.5788,-97.8531
17307,Kingwood,77345,TX,30.0497,-95.1846
17306,Johnson City,78636,TX,30.2769,-98.412
17303,Irving,75038,TX,32.814,-96.9489
17302,Houston,77095-2792,TEXAS,29.7589,-95.3677
17301,Houston,77092-2608,TEXAS,29.7589,-95.3677
17299,Houston,77078-3105,TEXAS,29.7589,-95.3677
17298,Houston,77055-6665,TEXAS,29.7589,-95.3677
17297,Houston,77053-4607,TEXAS,29.7589,-95.3677
17295,Houston,77024,TX,29.7589,-95.3677
17293,Houston,77007,TX,29.7589,-95.3677
17291,Houston,77003-4502,TEXAS,29.7589,-95.3677
17290,Henderson,75652-3204,TEXAS,32.1532,-94.7994
17289,Hallettsville,77964-5468,TEXAS,29.4439,-96.9411
17288,Georgetown,78633-9541,TEXAS,30.6327,-97.6772
17287,Georgetown,78628,texas,30.6327,-97.6772
17286,Fredericksburg,78624-2506,TEXAS,30.2752,-98.872
17284,Fort Worth,76116,texas,32.7532,-97.3327
17282,Farmers Branch,75234-5061,TEXAS,32.9265,-96.8961
17279,El Paso,79930-1113,TEXAS,31.8064,-106.2221
17278,Dripping Springs,78620,TX,30.1902,-98.0867
17277,Devine,78016-2409,TEXAS,29.14,-98.9053
17274,Dallas,75216,TX,32.7763,-96.7969
17272,Cypress,77429,TX,29.9691,-95.6972
17268,College Station,77845-8953,TEXAS,30.6263,-96.3347
17267,Cibolo,78108-4304,TEXAS,29.5616,-98.227
17266,Cedar Park,78613-7836,TEXAS,30.5052,-97.8203
17265,Cedar Park,78613,TX,30.5052,-97.8203
17263,Canton,75103-8388,TEXAS,32.5565,-95.8633
17262,Buda,78610,TX,30.0852,-97.8403
17259,Boerne,78006-7968,TEXAS,29.7947,-98.732
17256,Austin,78759-6602,TEXAS,30.2711,-97.7437
17255,Signal Mountain,37377,TN,35.1226,-85.3438
17254,Powell,37849-3357,TENNESSEE,36.0317,-84.028
17253,Nashville,37204,TN,36.1622,-86.7744
17252,Knoxville,37920-5227,TN,35.9604,-83.921
17251,Knoxville,37909,TN,35.9604,-83.921
17250,North Augusta,29841,SC,33.5018,-81.9651
17248,Conway,29526-8910,SOUTH CAROLINA,33.836,-79.0478
17247,Yankton,57078-6745,SD,42.8712,-97.3971
17245,Wentworth,57075-6913,SD,43.9972,-96.9642
17244,Watertown,57201-5471,SD,44.8992,-97.1153
17243,Sturgis,57785-2936,SD,44.4097,-103.5091
17242,Sioux Falls,57106,SD,43.55,-96.7003
17239,Sioux Falls,57105,SD,43.55,-96.7003
17238,Burbank,57010,SD,42.7453,-96.8292
17237,Big Stone City,57216-8209,SD,45.2916,-96.4628
17236,Aberdeen,57401-6939,SD,45.465,-98.4878
17235,West Union,29696-1323,SC,34.7598,-83.0429
17234,West Columbia,29170-2764,SC,33.9935,-81.074
17233,Travelers Rest,29690-9277,SC,34.9676,-82.4435
17232,Taylors,29687-7122,SC,34.9204,-82.2962
17231,Taylors,29687,SC,34.9204,-82.2962
17230,Summerville,29485-8440,SC,33.0185,-80.1756
17229,Summerville,29483-8054,SC,33.0185,-80.1756
17228,Spartanburg,29302,SC,34.9498,-81.932
17227,Spartanburg,29301,SC,34.9498,-81.932
17226,Simpsonville,29681-4764,SC,34.7371,-82.2543
17223,Simpsonville,29681,SC,34.7371,-82.2543
17222,Saint Helena Island,29920-7413,SC,32.3869,-80.5607
17221,Roebuck,29376,SC,34.8796,-81.9662
17220,Rock Hill,29730,SC,34.9249,-81.0251
17219,Prosperity,29127-7182,SC,34.2093,-81.5332
17218,North Charleston,29420-8974,SC,32.8546,-79.9748
17217,Myrtle Beach,29579-6678,SC,33.6956,-78.89
17214,Mt. Pleasant,29466,SC,,
17213,Mauldin,29662-3256,SC,34.7787,-82.3101
17212,Lyman,29365,SC,34.9482,-82.1273
17211,Lancaster,29720-9484,SC,34.7204,-80.7709
17206,Johns Island,29455-6716,SC,32.7024,-80.0481
17205,Iva,29655-8748,SC,34.3065,-82.6637
17204,Hilton Head Island,29928-3132,SC,32.2163,-80.7526
17203,Greer,29650-3937,SC,34.9381,-82.2272
17201,Greenville,29615-4123,SC,34.8514,-82.3985
17198,Greenville,29615,SC,34.8514,-82.3985
17197,Greenville,29609-6516,SC,34.8514,-82.3985
17194,Greenville,29609-5240,SC,34.8514,-82.3985
17193,Fort Mill,29715-8213,SC,35.0074,-80.9451
17191,Florence,29506-2762,SC,34.1984,-79.7672
17190,Conway,29526-6324,SC,33.836,-79.0478
17189,Columbia,29229-9387,SC,34.0007,-81.0343
17188,Columbia,29223-3725,SC,34.0007,-81.0343
17187,Columbia,29206-1635,SC,34.0007,-81.0343
17186,Columbia,29201-3334,SC,34.0007,-81.0343
17183,Clover,29710-4717,SC,35.1112,-81.2265
17181,Chester,29706-3707,SC,34.7049,-81.2143
17180,Charleston,29492-8129,SC,32.7876,-79.9403
17179,Charleston,29414,sc,32.7876,-79.9403
17176,Charleston,29412-9546,SC,32.7876,-79.9403
17175,Charleston,29406-5030,SC,32.7876,-79.9403
17174,Cassatt,29032-9200,SC,34.3646,-80.4359
17173,Blythewood,29016-7649,SC,34.2143,-80.974
17172,Blythewood,29016-7649,SC,34.2143,-80.974
17171,Blythewood,29016-7649,SC,34.2143,-80.974
